record_id,date,plot_id,sex,hindfoot_length,species
155,1977-08-21,t,NA,NA,Dipodomys spectabilis
156,1977-08-21,u,M,35,Dipodomys merriami
157,1977-09-11,t,M,36,Dipodomys merriami
158,1977-09-11,v,M,36,Dipodomys merriami
159,1977-09-11,e,M,53,Dipodomys spectabilis
160,1977-09-11,u,M,37,Dipodomys merriami
161,1977-09-11,e,M,37,Dipodomys merriami
162,1977-09-11,f,F,39,Dipodomys merriami
163,1977-09-11,l,F,21,Chaetodipus penicillatus
164,1977-09-11,v,F,36,Dipodomys merriami
165,1977-09-11,s,F,50,Dipodomys spectabilis
166,1977-09-11,u,M,13,Onychomys sp.
167,1977-09-11,f,M,36,Dipodomys merriami
168,1977-09-11,l,M,36,Dipodomys merriami
169,1977-09-11,e,M,37,Dipodomys merriami
170,1977-09-11,t,F,36,Dipodomys merriami
171,1977-09-11,l,NA,NA,Neotoma albigula
172,1977-09-11,v,F,NA,Perognathus flavus
173,1977-09-11,l,F,36,Dipodomys merriami
174,1977-09-11,l,M,37,Dipodomys merriami
175,1977-09-11,s,M,33,Dipodomys merriami
176,1977-09-11,l,M,45,Dipodomys spectabilis
177,1977-09-11,e,F,NA,Onychomys sp.
178,1977-09-11,r,M,33,Dipodomys merriami
179,1977-09-11,l,M,37,Dipodomys merriami
180,1977-09-11,f,M,34,Dipodomys merriami
181,1977-09-11,t,M,35,Dipodomys merriami
182,1977-09-11,u,M,49,Dipodomys spectabilis
183,1977-09-11,e,F,37,Dipodomys merriami
184,1977-09-11,t,M,52,Dipodomys spectabilis
185,1977-09-11,l,F,19,Onychomys sp.
186,1977-09-11,s,F,34,Dipodomys merriami
187,1977-09-12,q,M,36,Dipodomys merriami
188,1977-09-12,n,F,48,Dipodomys spectabilis
189,1977-09-12,q,F,33,Dipodomys merriami
190,1977-09-12,g,M,36,Dipodomys merriami
191,1977-09-12,q,M,47,Dipodomys spectabilis
192,1977-09-12,d,F,36,Dipodomys merriami
193,1977-09-12,g,NA,NA,Peromyscus eremicus
194,1977-09-12,k,NA,NA,Neotoma albigula
195,1977-09-12,d,M,50,Dipodomys spectabilis
196,1977-09-12,g,F,15,Perognathus flavus
197,1977-09-12,n,M,37,Dipodomys merriami
198,1977-09-12,d,M,35,Dipodomys merriami
199,1977-09-12,k,M,36,Dipodomys merriami
200,1977-09-12,q,F,52,Dipodomys spectabilis
201,1977-09-12,j,M,47,Dipodomys spectabilis
202,1977-09-12,q,F,32,Dipodomys merriami
203,1977-09-12,k,M,38,Dipodomys merriami
204,1977-09-12,p,F,37,Dipodomys merriami
205,1977-09-12,p,M,50,Dipodomys spectabilis
206,1977-09-12,w,F,52,Dipodomys spectabilis
207,1977-09-12,p,F,53,Dipodomys spectabilis
208,1977-09-12,n,M,37,Dipodomys merriami
209,1977-09-12,q,F,35,Dipodomys merriami
210,1977-09-12,k,F,36,Dipodomys merriami
211,1977-09-12,d,F,48,Dipodomys spectabilis
212,1977-09-12,p,NA,NA,Perognathus flavus
213,1977-09-12,n,F,35,Dipodomys merriami
214,1977-09-12,q,NA,NA,Neotoma albigula
215,1977-09-12,n,F,36,Dipodomys merriami
216,1977-09-12,d,F,13,Perognathus flavus
217,1977-09-13,c,F,19,Chaetodipus penicillatus
218,1977-09-13,a,M,13,Perognathus flavus
219,1977-09-13,m,M,36,Dipodomys merriami
220,1977-09-13,b,M,52,Dipodomys spectabilis
221,1977-09-13,c,NA,NA,Dipodomys merriami
222,1977-09-13,a,M,52,Dipodomys spectabilis
223,1977-09-13,h,F,50,Dipodomys spectabilis
224,1977-09-13,b,NA,NA,Neotoma albigula
225,1977-09-13,o,NA,NA,Dipodomys merriami
226,1977-09-13,b,M,37,Dipodomys merriami
227,1977-09-13,o,NA,NA,Dipodomys merriami
228,1977-09-13,i,M,38,Dipodomys merriami
229,1977-09-13,m,M,35,Dipodomys merriami
230,1977-09-13,o,NA,NA,Dipodomys merriami
231,1977-09-13,o,NA,NA,Dipodomys spectabilis
232,1977-09-13,i,M,48,Dipodomys spectabilis
233,1977-09-13,b,M,25,Dipodomys merriami
234,1977-09-13,i,M,35,Dipodomys merriami
235,1977-09-13,m,F,37,Dipodomys merriami
236,1977-09-13,i,F,47,Dipodomys spectabilis
237,1977-09-13,i,F,50,Dipodomys spectabilis
238,1977-09-13,b,M,20,Peromyscus eremicus
239,1977-09-13,a,M,48,Dipodomys spectabilis
240,1977-09-13,i,F,53,Dipodomys spectabilis
241,1977-09-13,c,NA,NA,Dipodomys spectabilis
242,1977-09-13,b,M,19,Onychomys sp.
243,1977-10-16,f,F,38,Dipodomys merriami
244,1977-10-16,v,F,36,Dipodomys merriami
245,1977-10-16,b,M,37,Dipodomys merriami
246,1977-10-16,m,M,37,Dipodomys merriami
247,1977-10-16,b,M,54,Dipodomys spectabilis
248,1977-10-16,v,M,NA,Onychomys torridus
249,1977-10-16,m,M,36,Dipodomys merriami
250,1977-10-16,r,F,51,Dipodomys spectabilis
251,1977-10-16,b,M,36,Dipodomys merriami
252,1977-10-16,f,F,53,Dipodomys spectabilis
253,1977-10-16,t,M,38,Dipodomys merriami
254,1977-10-16,t,F,36,Dipodomys merriami
255,1977-10-16,r,M,35,Dipodomys merriami
256,1977-10-16,f,M,36,Dipodomys merriami
257,1977-10-16,b,M,37,Dipodomys merriami
258,1977-10-16,r,F,36,Dipodomys merriami
259,1977-10-16,b,M,36,Dipodomys merriami
260,1977-10-16,v,F,36,Dipodomys merriami
261,1977-10-16,f,M,36,Dipodomys merriami
262,1977-10-16,t,M,19,Peromyscus eremicus
263,1977-10-16,a,M,37,Dipodomys merriami
264,1977-10-16,i,F,49,Dipodomys spectabilis
265,1977-10-16,i,M,38,Dipodomys merriami
266,1977-10-16,b,NA,NA,Neotoma albigula
267,1977-10-16,v,F,46,Dipodomys spectabilis
268,1977-10-16,b,F,36,Dipodomys merriami
269,1977-10-16,f,M,37,Dipodomys merriami
270,1977-10-16,a,F,36,Dipodomys merriami
271,1977-10-16,i,F,50,Dipodomys spectabilis
272,1977-10-16,r,NA,NA,Neotoma albigula
273,1977-10-16,i,M,37,Dipodomys merriami
274,1977-10-16,b,F,20,Onychomys leucogaster
275,1977-10-16,t,M,37,Dipodomys merriami
276,1977-10-16,a,F,50,Dipodomys spectabilis
277,1977-10-16,f,NA,20,Onychomys leucogaster
278,1977-10-16,i,M,50,Dipodomys spectabilis
279,1977-10-16,b,F,19,Peromyscus eremicus
280,1977-10-16,r,M,37,Dipodomys merriami
281,1977-10-16,t,NA,NA,Neotoma albigula
282,1977-10-16,v,NA,NA,Neotoma albigula
283,1977-10-16,f,M,34,Dipodomys merriami
284,1977-10-16,m,M,37,Dipodomys merriami
285,1977-10-16,a,M,36,Dipodomys merriami
286,1977-10-16,t,M,50,Dipodomys spectabilis
287,1977-10-17,q,M,38,Dipodomys merriami
288,1977-10-17,q,M,37,Dipodomys merriami
289,1977-10-17,n,M,38,Dipodomys merriami
290,1977-10-17,q,F,33,Dipodomys merriami
291,1977-10-17,k,F,47,Dipodomys spectabilis
292,1977-10-17,c,F,36,Dipodomys ordii
293,1977-10-17,d,F,36,Dipodomys merriami
294,1977-10-17,c,F,37,Dipodomys ordii
295,1977-10-17,k,M,36,Dipodomys merriami
296,1977-10-17,q,NA,18,Onychomys torridus
297,1977-10-17,k,NA,NA,Neotoma albigula
298,1977-10-17,s,M,36,Dipodomys merriami
299,1977-10-17,q,M,19,Onychomys torridus
300,1977-10-17,n,F,NA,Dipodomys spectabilis
301,1977-10-17,q,F,48,Dipodomys spectabilis
302,1977-10-17,s,F,36,Dipodomys merriami
303,1977-10-17,c,M,36,Dipodomys merriami
304,1977-10-17,u,M,37,Dipodomys merriami
305,1977-10-17,n,F,35,Dipodomys merriami
306,1977-10-17,p,M,33,Dipodomys merriami
307,1977-10-17,s,M,36,Dipodomys merriami
308,1977-10-17,d,F,48,Dipodomys spectabilis
309,1977-10-17,q,M,49,Dipodomys spectabilis
310,1977-10-17,k,NA,NA,Dipodomys spectabilis
311,1977-10-17,s,M,18,Reithrodontomys megalotis
312,1977-10-17,k,F,36,Dipodomys merriami
313,1977-10-17,s,M,35,Dipodomys merriami
314,1977-10-17,n,NA,NA,Neotoma albigula
315,1977-10-17,c,M,36,Dipodomys merriami
316,1977-10-17,o,M,37,Dipodomys merriami
317,1977-10-17,q,F,32,Dipodomys ordii
318,1977-10-17,q,M,33,Dipodomys merriami
319,1977-10-17,n,M,36,Dipodomys merriami
320,1977-10-17,q,F,35,Dipodomys merriami
321,1977-10-17,q,F,NA,Onychomys leucogaster
322,1977-10-17,d,F,47,Dipodomys spectabilis
323,1977-10-17,q,F,33,Dipodomys ordii
327,1977-10-18,h,F,50,Dipodomys spectabilis
328,1977-10-18,p,F,NA,Dipodomys merriami
329,1977-10-18,e,F,47,Dipodomys spectabilis
330,1977-10-18,e,M,37,Dipodomys merriami
331,1977-10-18,l,F,50,Dipodomys spectabilis
332,1977-10-18,l,M,16,Perognathus flavus
333,1977-10-18,s,NA,NA,Onychomys sp.
334,1977-10-18,e,F,37,Dipodomys merriami
335,1977-10-18,e,M,52,Dipodomys spectabilis
336,1977-10-18,l,M,36,Dipodomys merriami
337,1977-10-18,h,F,35,Dipodomys ordii
338,1977-10-18,l,M,37,Dipodomys merriami
339,1977-10-18,h,F,49,Dipodomys spectabilis
340,1977-10-18,l,F,36,Dipodomys merriami
341,1977-10-18,e,M,50,Dipodomys spectabilis
342,1977-10-18,p,M,34,Dipodomys merriami
343,1977-10-18,u,NA,NA,Perognathus flavus
344,1977-10-18,c,NA,NA,Neotoma albigula
345,1977-11-12,v,F,34,Dipodomys merriami
346,1977-11-12,b,F,37,Dipodomys merriami
347,1977-11-12,f,F,38,Dipodomys merriami
348,1977-11-12,m,M,36,Dipodomys merriami
349,1977-11-12,b,NA,NA,Neotoma albigula
350,1977-11-12,b,M,37,Dipodomys merriami
351,1977-11-12,v,NA,NA,Onychomys leucogaster
352,1977-11-12,a,M,36,Dipodomys merriami
353,1977-11-12,r,NA,NA,Neotoma albigula
354,1977-11-12,b,M,38,Dipodomys merriami
355,1977-11-12,b,NA,NA,Onychomys torridus
356,1977-11-12,a,F,32,Dipodomys ordii
357,1977-11-12,i,F,50,Dipodomys spectabilis
358,1977-11-12,m,F,16,Perognathus flavus
359,1977-11-12,r,M,36,Dipodomys merriami
360,1977-11-12,t,F,35,Dipodomys merriami
361,1977-11-12,b,F,36,Dipodomys merriami
362,1977-11-12,a,F,51,Dipodomys spectabilis
363,1977-11-12,b,NA,NA,Neotoma albigula
364,1977-11-12,i,M,37,Dipodomys merriami
365,1977-11-12,a,F,38,Dipodomys merriami
366,1977-11-12,b,NA,NA,Onychomys leucogaster
367,1977-11-12,t,M,51,Dipodomys spectabilis
368,1977-11-12,i,F,16,Perognathus flavus
369,1977-11-12,t,F,36,Dipodomys merriami
370,1977-11-12,i,M,35,Dipodomys merriami
371,1977-11-12,m,M,36,Dipodomys merriami
372,1977-11-12,v,F,36,Dipodomys merriami
373,1977-11-12,f,M,34,Dipodomys merriami
374,1977-11-12,r,M,37,Dipodomys merriami
375,1977-11-12,i,F,15,Perognathus flavus
376,1977-11-12,a,F,15,Perognathus flavus
377,1977-11-12,i,F,48,Dipodomys spectabilis
378,1977-11-12,a,M,33,Dipodomys ordii
379,1977-11-13,n,M,36,Dipodomys merriami
380,1977-11-13,q,F,33,Dipodomys merriami
381,1977-11-13,q,F,48,Dipodomys spectabilis
382,1977-11-13,q,M,37,Dipodomys merriami
383,1977-11-13,k,F,52,Dipodomys spectabilis
384,1977-11-13,k,M,36,Dipodomys merriami
385,1977-11-13,q,M,50,Dipodomys spectabilis
386,1977-11-13,u,NA,NA,Onychomys leucogaster
387,1977-11-13,u,NA,NA,Onychomys leucogaster
388,1977-11-13,k,F,36,Dipodomys merriami
389,1977-11-13,n,F,NA,Dipodomys spectabilis
390,1977-11-13,k,NA,NA,Neotoma albigula
391,1977-11-13,k,M,15,Perognathus flavus
392,1977-11-13,k,F,53,Dipodomys spectabilis
393,1977-11-13,n,NA,NA,Neotoma albigula
394,1977-11-13,d,F,48,Dipodomys spectabilis
395,1977-11-13,n,M,36,Dipodomys merriami
396,1977-11-13,n,F,36,Dipodomys merriami
397,1977-11-13,q,F,16,Reithrodontomys megalotis
398,1977-11-13,d,F,50,Dipodomys spectabilis
399,1977-11-13,q,F,36,Dipodomys merriami
400,1977-11-13,u,NA,NA,Onychomys leucogaster
404,1977-11-14,l,M,37,Dipodomys merriami
405,1977-11-14,l,NA,NA,Dipodomys spectabilis
406,1977-11-14,l,NA,NA,Neotoma albigula
407,1977-11-14,e,F,50,Dipodomys spectabilis
408,1977-11-14,h,F,9,Perognathus flavus
409,1977-11-14,l,F,36,Dipodomys merriami
410,1977-11-14,e,M,53,Dipodomys spectabilis
411,1977-11-14,e,M,36,Dipodomys merriami
412,1977-11-14,e,M,52,Dipodomys spectabilis
413,1977-11-14,h,F,49,Dipodomys spectabilis
414,1977-11-14,h,F,34,Dipodomys ordii
415,1977-11-14,e,F,36,Dipodomys merriami
420,1977-12-10,m,F,38,Dipodomys merriami
421,1977-12-10,i,F,51,Dipodomys spectabilis
422,1977-12-10,b,F,37,Dipodomys merriami
423,1977-12-10,m,M,36,Dipodomys merriami
424,1977-12-10,b,M,37,Dipodomys merriami
425,1977-12-10,t,F,36,Dipodomys merriami
426,1977-12-10,v,M,36,Dipodomys merriami
427,1977-12-10,b,F,37,Dipodomys merriami
428,1977-12-10,i,F,33,Dipodomys ordii
429,1977-12-10,a,M,NA,Dipodomys merriami
430,1977-12-10,i,F,15,Perognathus flavus
431,1977-12-10,b,NA,NA,Onychomys torridus
432,1977-12-10,b,NA,NA,Perognathus flavus
433,1977-12-10,i,M,38,Dipodomys merriami
434,1977-12-10,m,F,16,Perognathus flavus
435,1977-12-10,b,NA,NA,Neotoma albigula
436,1977-12-10,r,F,37,Dipodomys merriami
437,1977-12-10,r,F,37,Dipodomys merriami
438,1977-12-10,b,M,36,Dipodomys merriami
439,1977-12-10,t,F,36,Dipodomys merriami
440,1977-12-10,a,F,16,Perognathus flavus
441,1977-12-10,b,NA,NA,Onychomys leucogaster
442,1977-12-10,i,NA,NA,Onychomys torridus
443,1977-12-10,m,M,35,Dipodomys merriami
444,1977-12-10,f,M,38,Dipodomys merriami
445,1977-12-10,i,NA,NA,Onychomys leucogaster
446,1977-12-10,b,NA,NA,Onychomys torridus
447,1977-12-10,r,M,37,Dipodomys merriami
448,1977-12-10,t,M,51,Dipodomys spectabilis
449,1977-12-10,b,M,35,Dipodomys merriami
450,1977-12-10,a,M,33,Dipodomys ordii
451,1977-12-10,i,F,51,Dipodomys spectabilis
452,1977-12-10,b,NA,NA,Onychomys torridus
453,1977-12-10,i,M,36,Dipodomys merriami
454,1977-12-10,a,F,36,Dipodomys merriami
460,1977-12-11,l,F,NA,Dipodomys spectabilis
461,1977-12-11,n,M,36,Dipodomys merriami
462,1977-12-11,q,M,36,Dipodomys merriami
463,1977-12-11,d,M,49,Dipodomys spectabilis
464,1977-12-11,e,M,49,Dipodomys spectabilis
465,1977-12-11,e,NA,NA,Neotoma albigula
466,1977-12-11,d,F,51,Dipodomys spectabilis
467,1977-12-11,h,F,32,Dipodomys ordii
468,1977-12-11,k,M,35,Dipodomys merriami
469,1977-12-11,l,NA,NA,Neotoma albigula
470,1977-12-11,d,M,15,Perognathus flavus
471,1977-12-11,e,NA,NA,Onychomys torridus
472,1977-12-11,k,F,49,Dipodomys spectabilis
473,1977-12-11,u,NA,NA,Onychomys torridus
474,1977-12-11,h,F,15,Perognathus flavus
475,1977-12-11,k,NA,NA,Neotoma albigula
476,1977-12-11,h,F,NA,Dipodomys spectabilis
477,1977-12-11,q,F,47,Dipodomys spectabilis
478,1977-12-11,c,NA,NA,Onychomys torridus
479,1977-12-11,n,F,36,Dipodomys merriami
480,1977-12-11,n,F,47,Dipodomys spectabilis
481,1977-12-11,q,F,35,Dipodomys merriami
482,1977-12-11,q,M,37,Dipodomys merriami
483,1977-12-11,h,M,49,Dipodomys spectabilis
484,1977-12-11,k,F,37,Dipodomys merriami
485,1977-12-11,k,M,52,Dipodomys spectabilis
486,1977-12-11,n,NA,NA,Neotoma albigula
487,1977-12-11,l,F,38,Dipodomys merriami
488,1977-12-11,l,M,37,Dipodomys merriami
489,1977-12-11,k,NA,NA,Onychomys torridus
490,1977-12-11,n,M,37,Dipodomys merriami
491,1977-12-11,k,M,48,Dipodomys spectabilis
492,1977-12-11,l,M,49,Dipodomys spectabilis
493,1977-12-11,d,F,49,Dipodomys spectabilis
494,1977-12-11,d,NA,NA,Onychomys torridus
495,1977-12-11,q,NA,NA,Neotoma albigula
496,1977-12-11,q,F,36,Dipodomys merriami
497,1977-12-11,e,NA,NA,Onychomys torridus
498,1977-12-11,c,M,16,Perognathus flavus
499,1977-12-11,k,F,51,Dipodomys spectabilis
500,1977-12-11,u,NA,NA,Onychomys torridus
501,1977-12-11,u,NA,NA,Onychomys torridus
502,1977-12-11,e,F,36,Dipodomys merriami
504,1978-01-08,c,NA,NA,Onychomys leucogaster
505,1978-01-08,m,M,36,Dipodomys merriami
506,1978-01-08,b,NA,NA,Neotoma albigula
507,1978-01-08,b,M,35,Dipodomys merriami
508,1978-01-08,t,F,36,Dipodomys merriami
509,1978-01-08,c,NA,NA,Neotoma albigula
510,1978-01-08,m,F,16,Perognathus flavus
511,1978-01-08,b,M,36,Dipodomys merriami
512,1978-01-08,i,F,48,Dipodomys spectabilis
513,1978-01-08,b,NA,NA,Onychomys leucogaster
514,1978-01-08,i,M,16,Perognathus flavus
515,1978-01-08,i,F,NA,Dipodomys ordii
516,1978-01-08,i,M,38,Dipodomys merriami
517,1978-01-08,b,M,26,Peromyscus eremicus
518,1978-01-08,b,M,36,Dipodomys merriami
519,1978-01-08,b,M,38,Dipodomys merriami
520,1978-01-08,c,M,15,Perognathus flavus
521,1978-01-08,b,M,36,Dipodomys merriami
522,1978-01-08,b,F,37,Dipodomys merriami
523,1978-01-08,b,M,36,Dipodomys merriami
524,1978-01-08,t,NA,NA,Dipodomys merriami
525,1978-01-08,f,M,34,Dipodomys merriami
526,1978-01-08,i,F,51,Dipodomys spectabilis
527,1978-01-08,b,F,37,Dipodomys merriami
528,1978-01-08,t,M,51,Dipodomys spectabilis
529,1978-01-08,i,M,36,Dipodomys merriami
530,1978-01-08,m,M,37,Dipodomys merriami
531,1978-01-08,t,NA,NA,Neotoma albigula
532,1978-01-08,b,F,NA,Perognathus flavus
533,1978-01-08,b,M,NA,Dipodomys merriami
534,1978-01-08,b,NA,NA,Onychomys torridus
537,1978-01-09,n,NA,NA,Onychomys torridus
538,1978-01-09,q,M,36,Dipodomys merriami
539,1978-01-09,q,F,34,Dipodomys merriami
540,1978-01-09,q,F,47,Dipodomys spectabilis
541,1978-01-09,k,M,36,Dipodomys merriami
542,1978-01-09,a,M,36,Dipodomys merriami
543,1978-01-09,d,M,49,Dipodomys spectabilis
544,1978-01-09,n,NA,NA,Onychomys leucogaster
545,1978-01-09,a,F,38,Dipodomys merriami
546,1978-01-09,k,NA,NA,Neotoma albigula
547,1978-01-09,h,NA,NA,Onychomys torridus
548,1978-01-09,h,M,53,Dipodomys spectabilis
549,1978-01-09,k,M,38,Dipodomys merriami
550,1978-01-09,n,F,36,Dipodomys merriami
551,1978-01-09,d,F,50,Dipodomys spectabilis
552,1978-01-09,k,F,51,Dipodomys spectabilis
553,1978-01-09,h,F,50,Dipodomys spectabilis
554,1978-01-09,n,NA,NA,Neotoma albigula
555,1978-01-09,n,F,48,Dipodomys spectabilis
556,1978-01-09,q,F,36,Dipodomys merriami
557,1978-01-09,k,F,37,Dipodomys merriami
558,1978-01-09,a,F,49,Dipodomys spectabilis
559,1978-01-09,n,M,36,Dipodomys merriami
560,1978-01-09,q,M,50,Dipodomys spectabilis
561,1978-01-09,k,M,53,Dipodomys spectabilis
564,1978-01-10,r,F,51,Dipodomys spectabilis
