scientific_name,date,longitude,latitude,quality_grade
Magicicada,2021-04-30,-77.1217596396,39.0363758417,research
Magicicada,2021-04-30,-77.1217596396,39.0363758417,research
Magicicada,2021-04-30,-77.1217596396,39.0363758417,research
Magicicada,2021-04-30,-77.1217596396,39.0363758417,research
Magicicada,2021-04-30,-84.7563900054,39.5709440551,casual
Magicicada,2021-04-30,-77.1221469882,39.0363971097,research
Magicicada,2021-04-30,-77.1220168965,39.0394566222,research
Magicicada,2021-04-30,-77.1220168965,39.0394566222,research
Magicicada,2021-04-30,-77.1217048614,39.0393954523,research
Magicicada,2021-04-30,-77.1217048614,39.0393954523,research
Magicicada,2021-04-30,-77.1217048614,39.0393954523,research
Magicicada,2021-04-30,-77.1217048614,39.0393954523,research
Magicicada,2021-04-30,-77.1217048614,39.0393954523,research
Magicicada,2021-04-30,-77.1217048614,39.0393954523,research
Magicicada,2021-04-30,-77.1217048614,39.0393954523,research
Magicicada,2021-04-30,-77.1217048614,39.0393954523,research
Magicicada,2021-04-30,-77.1217048614,39.0393954523,research
Magicicada,2021-04-30,-77.1217048614,39.0393954523,research
Magicicada,2021-04-30,-77.1217048614,39.0393954523,research
Magicicada,2021-04-30,-77.1217048614,39.0393954523,research
Magicicada,2021-04-30,-77.1217048614,39.0393954523,research
Magicicada,2021-04-30,-77.1217048614,39.0393954523,research
Magicicada,2021-04-30,-77.1217048614,39.0393954523,research
Magicicada,2021-04-30,-77.1217048614,39.0393954523,research
Magicicada,2021-04-30,-77.1217048614,39.0393954523,research
Magicicada,2021-04-30,-77.1217048614,39.0393954523,research
Magicicada,2021-04-30,-77.1217048614,39.0393954523,research
Magicicada,2021-04-30,-77.1217048614,39.0393954523,research
Magicicada,2021-04-30,-77.1217048614,39.0393954523,research
Magicicada,2021-04-30,-77.1217048614,39.0393954523,research
Magicicada,2021-04-30,-77.1217048614,39.0393954523,research
Magicicada,2021-04-30,-77.1217048614,39.0393954523,research
Magicicada,2021-04-30,-77.1217048614,39.0393954523,research
Magicicada,2021-04-30,-77.1217048614,39.0393954523,research
Magicicada,2021-04-30,-77.1217048614,39.0393954523,research
Magicicada,2021-04-30,-77.1217048614,39.0393954523,research
Magicicada,2021-04-30,-77.1217048614,39.0393954523,research
Magicicada,2021-04-30,-77.1217048614,39.0393954523,research
Magicicada,2021-04-30,-77.1217048614,39.0393954523,research
Magicicada,2021-04-30,-77.1217048614,39.0393954523,research
Magicicada,2021-04-30,-77.1217048614,39.0393954523,research
Magicicada,2021-04-30,-77.1215590242,39.0393759563,research
Magicicada,2021-04-30,-77.1215590242,39.0393759563,research
Magicicada,2021-04-30,-77.1215590242,39.0393759563,research
Magicicada,2021-04-30,-77.1215590242,39.0393759563,research
Magicicada,2021-04-30,-77.1215590242,39.0393759563,research
Magicicada,2021-04-30,-77.1215590242,39.0393759563,research
Magicicada,2021-04-30,-77.4657944444,39.0732333333,research
Magicicada,2021-04-30,-76.6466,39.391205,research
Magicicada,2021-04-30,-76.87506366,39.31624266,research
Magicicada,2021-04-29,-83.7209638889,42.3030055556,research
Magicicada,2021-04-30,-75.419428,40.337672,research
Magicicada,2021-04-30,-84.9175880252,39.8161656022,research
Magicicada,2021-04-23,-83.6225366667,40.5688133333,research
Magicicada,2021-04-30,-84.9176166667,39.8153883333,research
Magicicada,2021-04-30,-84.9179840461,39.8161950522,research
Magicicada,2021-04-30,-77.0528690214,38.9418652672,needs_id
Magicicada,2021-04-30,-84.9179616667,39.8161883333,research
Magicicada,2021-04-30,-84.917310644,39.8159956886,research
Magicicada,2021-04-30,-84.9175619335,39.8161717505,research
Magicicada,2021-04-30,-76.9988184997,38.8813699,research
Magicicada,2021-04-30,-76.5807205465,39.1031650362,research
Magicicada,2021-04-30,-84.4106755339,39.2718503729,research
Magicicada,2021-04-30,-77.0984722954,38.7568924763,research
Magicicada,2021-04-30,-77.0983156368,38.7567547217,research
Magicicada,2021-04-30,-84.4156565052,39.0765653132,research
Magicicada,2021-04-30,-76.730995,39.4179383333,research
Magicicada,2021-04-30,-83.6415466667,36.0146027833,research
Magicicada,2021-04-30,-76.8908333333,39.5775,research
Magicicada,2021-04-30,-86.36216347,33.26995616,research
Magicicada,2021-04-30,-86.3622365892,33.2699586392,research
Magicicada,2021-04-30,-77.1269528333,39.088,research
Magicicada,2021-04-30,-77.1256471667,39.0874861667,research
Magicicada,2021-04-30,-77.1165889779,38.7579209609,research
Magicicada,2021-04-29,-77.309628,39.0366709722,research
Magicicada,2021-04-28,-83.6376190186,42.304775238,research
Magicicada,2021-04-28,-83.6584243774,42.2533988953,research
Magicicada,2021-04-28,-83.6391677856,42.3044662476,research
Magicicada,2021-04-17,-77.38859008,38.8271583657,research
Magicicada,2021-04-17,-77.1215833333,38.919045,research
Magicicada,2021-04-30,-77.0935833333,38.879495,research
Magicicada,2021-04-28,-77.0913586931,38.812460805,research
Magicicada,2021-04-29,-87.3142616667,40.44885,research
Magicicada,2021-04-29,-74.6713783333,40.3713533333,research
Magicicada,2021-04-29,-76.6682920699,39.361955286,research
Magicicada,2021-04-27,-76.9850930572,39.0832950323,research
Magicicada,2021-04-29,-76.8006216667,39.1958466667,research
Magicicada,2021-04-29,-77.3083225909,38.9873316291,research
Magicicada,2021-04-29,-76.6794966667,39.1540721667,research
Magicicada,2021-04-29,-76.679520635,39.1540742806,research
Magicicada,2021-04-29,-84.1841592094,35.9147610041,research
Magicicada,2021-04-29,-80.8838226467,36.2497469164,research
Magicicada,2021-04-29,-76.6684266737,39.3621873657,research
Magicicada,2021-04-12,-76.883387413,39.0099729081,research
Magicicada,2021-04-28,-77.0756528333,39.0208555,research
Magicicada,2021-04-17,-77.0710138333,38.783405,research
Magicicada,2021-04-28,-76.9991083333,38.928305,research
Magicicada,2021-04-29,-84.0223990362,35.9883563781,research
Magicicada,2021-04-26,-78.782692047,39.6491476666,research
Magicicada,2021-04-26,-77.01199696,39.3584901312,research
Magicicada,2021-04-28,-76.6379916667,39.38098,research
Magicicada,2021-04-25,-83.6993212,42.3186249,research
Magicicada,2021-04-29,-76.325345412,39.4924513344,research
Magicicada,2021-04-28,-76.9479896962,38.7841649654,research
Magicicada,2021-04-28,-77.0859965568,38.7989366504,research
Magicicada,2021-04-28,-84.2051511104,39.6597129963,research
Magicicada,2021-04-28,-76.70826667,38.76680833,research
Magicicada,2021-04-28,-84.0286331177,34.5364875793,research
Magicicada,2021-04-27,-84.6072603346,39.5480344565,research
Magicicada,2021-04-28,-76.9592349698,38.8421324501,research
Magicicada,2021-04-25,-77.2592783333,39.0206445,research
Magicicada,2021-04-28,-76.99292363,39.65001063,research
Magicicada septendecim,2021-04-28,-84.2676166667,35.0074083333,research
Magicicada,2021-04-28,-84.8732836917,38.2008936169,research
Magicicada,2021-04-28,-76.9455181341,38.9721410986,research
Magicicada,2021-04-28,-76.8006583333,39.1958416667,research
Magicicada,2021-04-28,-82.820647642,40.2595377305,research
Magicicada,2021-04-28,-76.6601033333,39.3719666667,research
Magicicada,2021-04-18,-77.1430873638,38.8894472856,research
Magicicada,2021-04-18,-77.1425244624,38.8894132266,research
Magicicada,2021-04-27,-78.0017289722,40.519742,research
Magicicada,2021-04-26,-77.294318,38.9668739722,research
Magicicada,2021-04-27,-84.7223666667,39.531945,research
Magicicada,2021-04-27,-77.28526065,38.85178392,research
Magicicada,2021-04-27,-86.0555496216,39.8609695435,research
Magicicada,2021-04-27,-76.9865764058,39.3753402182,research
Magicicada,2021-04-18,-77.1273805619,38.8836170932,research
Magicicada,2021-04-18,-87.0377055,40.4387666667,research
Magicicada,2021-04-18,-87.0385666667,40.4373366667,research
Magicicada,2021-04-18,-87.040375,40.43428,research
Magicicada,2021-04-27,-74.670145,40.3149616667,research
Magicicada,2021-04-27,-77.040581854,38.8972456562,research
Magicicada,2021-04-24,-77.0948028333,39.019925,research
Magicicada,2021-04-22,-74.7709416667,40.4064366667,research
Magicicada,2021-04-26,-76.6792957485,39.1540329578,research
Magicicada,2021-04-16,-77.1929241694,38.8567966508,research
Magicicada,2021-04-25,-76.870011,39.1952709722,research
Magicicada,2021-04-11,-76.2871944444,39.8096277778,research
Magicicada,2021-04-15,-77.1374505178,38.8784161848,research
Magicicada,2021-04-15,-77.1395867554,38.8785455702,research
Magicicada,2021-04-15,-77.1388036188,38.8781872397,research
Magicicada,2021-04-24,-76.9113827783,38.8452218704,research
Magicicada,2021-04-20,-76.6092539588,39.4056021178,research
Magicicada,2021-04-25,-77.526369,39.1308039722,research
Magicicada,2021-04-25,-83.0106525788,40.2552063863,research
Magicicada,2021-04-25,-77.1696417779,39.0975582335,research
Magicicada,2021-04-25,-82.61619047,36.13110673,research
Magicicada,2021-04-25,-76.679345,39.1542055,research
Magicicada,2021-04-25,-83.1457671468,39.9808646287,research
Magicicada,2021-04-25,-77.2410356849,38.8496461075,research
Magicicada,2021-04-25,-76.9939044726,38.892078558,research
Magicicada,2021-04-25,-77.11974325,38.86116872,research
Magicicada,2021-04-25,-74.7278688592,40.2929043569,research
Magicicada,2021-04-25,-76.970755,38.9359383333,research
Magicicada,2021-04-25,-76.7251645397,39.055908638,research
Magicicada,2021-04-25,-76.6881134269,38.7960404484,research
Magicicada,2021-04-25,-77.00338055,38.9898333333,research
Magicicada,2021-04-25,-76.9865261411,39.3751202948,research
Magicicada,2021-04-25,-77.32553,39.417245,research
Magicicada,2021-04-25,-75.7114530337,39.5611858703,research
Magicicada,2021-04-25,-77.1255333333,39.0875278333,research
Magicicada,2021-04-25,-74.7213583333,40.2943216667,research
Magicicada,2021-04-25,-76.616645,39.1054945,research
Magicicada,2021-04-25,-76.9725786243,38.9407666214,research
Magicicada,2021-04-24,-77.1651230622,38.8429998282,research
Magicicada,2021-04-09,-84.6426393329,39.1937250837,research
Magicicada,2021-04-24,-77.4467999722,38.808244,research
Magicicada,2021-04-24,-77.446819,38.8082429722,research
Magicicada,2021-04-24,-86.1553702131,39.6083601214,research
Magicicada,2021-04-24,-76.9919361111,38.9527666667,research
Magicicada,2021-04-24,-76.5812533333,39.433345,research
Magicicada,2021-04-23,-77.0932916667,38.8796216667,research
Magicicada,2021-04-11,-76.365849534,39.9078800809,research
Magicicada,2021-04-24,-76.570857055,38.9458342889,research
Magicicada,2021-04-24,-76.8005616667,39.1958466667,research
Magicicada,2021-04-24,-76.8005616667,39.1958583333,research
Magicicada,2021-04-24,-77.2112605235,38.8390198537,research
Magicicada,2021-04-24,-77.0593805,39.0417445,research
Magicicada,2021-04-10,-77.0624657348,38.9035629865,research
Magicicada,2021-04-24,-76.9200283333,39.3703916667,research
Magicicada,2021-04-23,-77.3013925,38.7609478,research
Magicicada,2021-04-24,-77.3570028,38.9586307,research
Magicicada septendecim,2021-04-24,-77.250551308,39.0216697069,casual
Magicicada,2021-04-24,-77.2506416667,39.0217027778,research
Magicicada,2021-04-24,-77.253350092,39.023327631,research
Magicicada,2021-04-24,-77.27960098,38.77647247,research
Magicicada,2021-04-22,-77.738881968,39.3253779656,research
Magicicada,2021-04-24,-77.141171506,38.8719400943,research
Magicicada,2021-04-23,-84.596699,39.0859519722,research
Magicicada,2021-04-23,-77.2506989722,39.020521,research
Magicicada,2021-04-13,-77.1311680448,38.8709412713,research
Magicicada,2021-04-20,-77.1244880997,38.8626298,research
Magicicada,2021-04-23,-77.0260879397,38.9906513931,research
Magicicada,2021-04-23,-74.7408541537,40.3712558835,research
Magicicada,2021-04-11,-75.7547072678,39.6913519876,research
Magicicada,2021-04-23,-77.3663027778,39.4438944444,research
Magicicada,2021-04-23,-76.788205253,39.2870599637,research
Magicicada,2021-04-23,-83.8819112905,39.7838762399,research
Magicicada,2021-04-21,-75.9393918016,40.2071001068,research
Magicicada,2021-04-20,-77.9638871178,39.4562057675,research
Magicicada,2021-04-13,-76.7616189722,39.433038,research
Magicicada,2021-04-21,-77.2607789722,38.744737,research
Magicicada,2021-04-22,-75.1010747678,40.5517720366,research
Magicicada,2021-04-22,-75.1705291561,40.5436188607,research
Magicicada,2021-04-22,-76.80047,39.1959033333,research
Magicicada,2021-04-22,-78.8030888889,35.7638305556,research
Magicicada,2021-04-12,-83.0300445,40.1422195,research
Magicicada,2021-04-21,-77.3041419722,39.050888,research
Magicicada,2021-04-21,-77.0675888333,38.9593383333,research
Magicicada,2021-04-20,-77.1126749722,39.034775,research
Magicicada,2021-04-21,-87.8849419414,42.1293951003,research
Magicicada,2021-04-21,-76.8006533333,39.19587,research
Magicicada,2021-04-21,-77.2630466667,38.9343416667,research
Magicicada,2021-04-21,-77.2634366667,38.9344216667,research
Magicicada,2021-04-21,-77.2634283333,38.934405,research
Magicicada,2021-04-21,-77.3512942158,38.9432712598,research
Magicicada,2021-04-21,-77.0673528333,39.0035472167,research
Magicicada,2021-04-16,-84.7402318312,39.5713023659,research
Magicicada,2021-04-21,-76.9724444444,39.104375,research
Magicicada,2021-04-21,-74.647242953,40.3624329043,research
Magicicada,2021-04-16,-77.9723799497,39.0214424132,research
Magicicada,2021-04-20,-77.2656419722,38.941102,research
Magicicada,2021-04-20,-77.0704278333,38.9167466667,research
Magicicada,2021-04-20,-77.2216628035,38.7993900751,research
Magicicada,2021-04-20,-77.0160833333,38.7148966667,research
Magicicada,2021-04-20,-86.2420973445,38.306035301,research
Magicicada,2021-04-20,-76.5435258913,39.4200931824,research
Magicicada,2021-04-20,-77.0171611111,38.9469333333,research
Magicicada,2021-04-20,-76.51748567,38.92256285,research
Magicicada,2021-04-20,-84.7652546224,39.5780062583,research
Magicicada,2021-04-20,-77.07076803,38.83173055,research
Magicicada,2021-04-20,-84.1797620961,39.6038627945,research
Magicicada,2021-04-20,-76.7185413889,39.2747546667,research
Magicicada,2021-04-20,-77.0837083333,38.920175,research
Magicicada,2021-04-06,-86.1689383333,39.24948,research
Magicicada,2021-04-18,-78.1719883333,39.1785616667,research
Magicicada,2021-04-19,-77.3673919722,38.974128,research
Magicicada,2021-04-19,-78.001754,40.5196949722,research
Magicicada,2021-04-19,-77.1222528,38.8606694,research
Magicicada,2021-04-19,-76.9091521944,39.1762867778,research
Magicicada,2021-04-19,-76.90848075,39.1762975278,research
Magicicada,2021-04-19,-76.800645,39.1958466667,research
Magicicada,2021-04-18,-77.0919049722,38.9343909722,research
Magicicada,2021-04-19,-77.135644625,39.0798524127,research
Magicicada,2021-04-19,-84.9184716667,39.8120916667,research
Magicicada,2021-04-19,-77.2778279722,40.103869,research
Magicicada,2021-04-19,-84.9185285922,39.8120663249,research
Magicicada,2021-04-17,-75.163985418,40.4820999976,research
Magicicada,2021-04-19,-84.9185314933,39.8123174611,research
Magicicada,2021-04-19,-84.9185231836,39.8120236007,research
Magicicada,2021-04-19,-84.9182051515,39.8123133278,research
Magicicada,2021-04-18,-77.3567189722,38.910983,research
Magicicada,2021-04-18,-76.8345033333,39.2562333333,research
Magicicada,2021-04-19,-83.10703909,39.92202039,research
Magicicada,2021-04-18,-78.1526055556,39.0449333333,research
Magicicada,2021-04-18,-75.7721033333,39.73898,research
Magicicada,2021-04-14,-74.7662952108,40.3954281114,research
Magicicada,2021-04-19,-74.668968441,40.3162574256,research
Magicicada,2021-04-17,-77.7257144722,39.2793094722,research
Magicicada,2021-04-18,-76.965282,39.075808,research
Magicicada,2021-04-17,-76.9459472305,39.1736275596,research
Magicicada,2021-04-18,-74.63778,40.35348,research
Magicicada,2021-04-18,-77.0415171324,38.9736208593,research
Magicicada,2021-04-17,-85.42198,38.7530533333,research
Magicicada,2021-04-18,-76.6987,38.7809133333,research
Magicicada,2021-04-18,-75.3607337147,40.3735810277,research
Magicicada,2021-04-18,-75.6151883333,40.0454445,research
Magicicada,2021-04-15,-76.9930717257,39.2093123457,research
Magicicada,2021-04-18,-77.0452013,39.0366416,research
Magicicada,2021-04-18,-84.18365,39.6311027778,research
Magicicada,2021-04-17,-77.3273379722,38.9544119722,research
Magicicada,2021-04-18,-82.9793262854,40.2267003995,research
Magicicada,2021-04-18,-76.8799972534,39.2000007629,research
Magicicada,2021-04-18,-84.5100021362,39.2000007629,research
Magicicada,2021-04-18,-76.9260978699,39.0870253416,research
Magicicada,2021-04-18,-77.4104811094,39.0506124223,research
Magicicada,2021-04-17,-77.2867102997,38.9210137,research
Magicicada,2021-04-18,-74.6711326484,40.2699289285,research
Magicicada,2021-04-17,-84.7535056,39.5113056,research
Magicicada,2021-04-18,-86.5293416667,39.2000466667,research
Magicicada,2021-04-17,-76.8270492554,39.2652664185,research
Magicicada,2021-04-13,-76.7990493,39.0264262,research
Magicicada,2021-04-17,-77.8297055556,39.2221333333,research
Magicicada,2021-04-17,-82.4974998572,35.6957612206,research
Magicicada,2021-04-17,-77.7449590656,39.284309013,research
Magicicada,2021-04-17,-84.6959833333,39.2930966667,research
Magicicada,2021-04-17,-77.20943115,39.0443275,research
Magicicada,2021-04-17,-76.5993390978,39.4111589855,research
Magicicada,2021-04-17,-77.1699981689,39.0999984741,research
Magicicada,2021-04-17,-76.5748310834,39.4541094048,research
Magicicada,2021-04-17,-77.167291456,38.8954714566,research
Magicicada,2021-04-16,-77.0676805,38.9593083333,research
Magicicada,2021-04-16,-77.3272236776,38.8894299432,research
Magicicada,2021-04-16,-77.3348909722,39.057591,research
Magicicada,2021-04-16,-76.9448666667,39.2926916667,research
Magicicada,2021-04-16,-76.7062755931,39.524326232600004,research
Magicicada,2021-04-16,-77.1076026,38.9130135,research
Magicicada,2021-04-15,-84.3152823294,39.2203698048,research
Magicicada,2021-04-15,-84.7361368411,39.5562536195,research
Magicicada,2021-04-16,-76.6365346313,39.324570573,research
Magicicada,2021-04-16,-77.1603375,38.8838658,research
Magicicada,2021-04-16,-77.1611709595,38.9326896667,research
Magicicada,2021-04-13,-77.185932,38.7749955,research
Magicicada,2021-04-16,-84.16774166,39.61999508,research
Magicicada,2021-04-16,-76.855775,39.1646111111,research
Magicicada,2021-04-14,-84.916725,39.8161716667,research
Magicicada,2021-04-15,-77.4112039722,38.9235269722,research
Magicicada,2021-04-15,-77.2295649177,38.934621397,research
Magicicada,2021-04-15,-77.2125757447,38.7895068056,research
Magicicada,2021-04-15,-77.2128068171,38.7897602966,research
Magicicada,2021-04-15,-77.1758883333,39.0330971667,research
Magicicada,2021-04-14,-84.2253019698,39.6527151958,research
Magicicada,2021-04-15,-77.0693797153,39.0312879486,research
Magicicada,2021-04-15,-76.9780371711,39.2186152703,research
Magicicada,2021-04-15,-76.8876583333,39.0103111167,research
Magicicada,2021-04-15,-76.6433819844,38.8129086012,research
Magicicada,2021-04-15,-76.7185881389,39.275073,research
Magicicada,2021-04-15,-77.5214166667,38.99282,research
Magicicada,2021-04-11,-86.3508844748,39.1966801477,research
Magicicada,2021-04-14,-84.1800136467,39.712504249,research
Magicicada,2021-04-12,-77.331725,39.0525888333,research
Magicicada,2021-04-14,-84.9160083333,39.8185716667,research
Magicicada,2021-04-13,-84.7245861111,39.5115583333,research
Magicicada,2021-04-12,-76.9337132172,39.4464809912,research
Magicicada,2021-04-14,-84.9160026401,39.818474363,research
Magicicada,2021-04-14,-84.22609851,39.65623618,research
Magicicada,2021-04-14,-84.16295001,39.7282337308,research
Magicicada,2021-04-14,-76.995148,38.985858,research
Magicicada,2021-04-14,-77.9950321966,39.8857575553,research
Magicicada,2021-04-14,-76.7183761667,39.2750048056,research
Magicicada,2021-04-14,-77.1137611667,38.88762,research
Magicicada,2021-04-11,-76.7466379702,39.645511499,research
Magicicada,2021-04-14,-77.0875391037,38.8985977298,research
Magicicada,2021-04-13,-83.6212166667,40.5660083333,research
Magicicada,2021-04-13,-77.3956421884,38.8168492639,research
Magicicada,2021-04-13,-77.0140972222,39.0973361111,research
Magicicada,2021-04-13,-77.19557479,38.88798033,research
Magicicada,2021-04-13,-77.4743805556,39.8163222222,research
Magicicada,2021-04-13,-84.5851979568,39.4384530361,research
Magicicada,2021-04-11,-86.5438466667,39.1380111667,research
Magicicada,2021-04-11,-76.7132890597,39.4106556023,research
Magicicada,2021-04-10,-74.7208783333,40.2941666667,research
Magicicada,2021-04-11,-76.9756466667,38.8576883333,research
Magicicada,2021-04-12,-84.0084565704,39.8995549244,research
Magicicada,2021-04-10,-74.7208783333,40.2941383333,research
Magicicada,2021-04-12,-77.0157117,38.8324603,research
Magicicada,2021-04-12,-74.6750537775,40.3701499799,research
Magicicada,2021-04-12,-84.5,39.2999992371,research
Magicicada,2021-04-12,-85.3915667847,37.4870936402,research
Magicicada,2021-04-09,-77.1402097004,38.8748504194,research
Magicicada,2021-04-12,-84.5231509737,39.1451355458,research
Magicicada,2021-04-11,-77.251834,39.013485,research
Magicicada,2021-04-12,-78.7826469899,39.6490564635,research
Magicicada,2021-04-11,-83.5139834052,40.3783161911,research
Magicicada,2021-04-11,-86.35108,39.1965916667,research
Magicicada,2021-04-11,-90.7710042436,38.4761613073,research
Magicicada,2021-04-11,-76.8478,39.1610666667,research
Magicicada,2021-04-11,-76.8564111111,39.1648083333,research
Magicicada,2021-04-11,-86.1989073104,39.2473290053,research
Magicicada,2021-04-11,-77.500333985,39.0914093778,research
Magicicada,2021-04-07,-77.0119200582,38.9572093905,research
Magicicada,2021-04-11,-77.0718049004,38.9039522066,research
Magicicada,2021-04-11,-77.5860495828,39.1207354995,research
Magicicada,2021-04-11,-84.91526941,39.81574243,research
Magicicada,2021-04-11,-77.088704372,38.9667626307,research
Magicicada,2021-04-11,-77.074325,38.95219667,research
Magicicada,2021-04-11,-76.9739383333,38.93247,research
Magicicada,2021-04-11,-76.8948900327,39.1901580451,research
Magicicada,2021-04-10,-77.10209,38.79457,research
Magicicada,2021-04-11,-76.8235866667,39.0020527833,research
Magicicada,2021-04-11,-78.49387901,38.09558148,research
Magicicada,2021-04-10,-75.3667133333,40.5973866667,research
Magicicada,2021-04-10,-76.5923466667,39.4037866667,research
Magicicada,2021-04-10,-77.2815783333,38.9288466667,research
Magicicada,2021-04-10,-77.2817916667,38.9289466667,research
Magicicada,2021-04-10,-77.2817833333,38.9289466667,research
Magicicada,2021-04-09,-86.5079975501,39.20093296,research
Magicicada,2021-04-10,-76.94715879,38.98147016,research
Magicicada,2021-04-10,-77.0374647313,39.0249829715,research
Magicicada,2021-04-10,-84.75364915,39.51131294,research
Magicicada,2021-04-10,-77.0984529331,38.7575399771,research
Magicicada,2021-04-06,-77.1215528333,38.91982,research
Magicicada,2021-04-03,-77.1024841657,38.9183470438,research
Magicicada,2021-04-08,-76.7764361704,39.3119274906,research
Magicicada,2021-04-09,-77.395841,39.0640029722,research
Magicicada,2021-04-09,-78.7905017285,39.654653889,research
Magicicada,2021-04-09,-83.86566597,35.9505101,research
Magicicada,2021-04-09,-77.0907049423,38.7601462749,research
Magicicada,2021-04-05,-77.2555865253,38.893749874,research
Magicicada,2021-04-07,-77.1520451,38.9644031,research
Magicicada,2021-04-08,-74.6670383333,40.31765,research
Magicicada,2021-04-08,-76.6435783333,39.3633466667,research
Magicicada,2021-04-08,-77.2790133333,38.9170616667,research
Magicicada,2021-04-08,-77.27903,38.9170716667,research
Magicicada,2021-04-08,-77.2790533333,38.91703,research
Magicicada,2021-04-08,-76.613865,39.101475,research
Magicicada,2021-04-07,-77.151848,38.9641639722,research
Magicicada,2021-04-07,-75.7425296061,39.6345818023,research
Magicicada,2021-04-06,-77.281355,38.948596,research
Magicicada,2021-04-06,-77.2352835114,38.8045582851,research
Magicicada,2021-04-04,-83.6432883333,36.0567166667,research
Magicicada,2021-04-05,-77.1920035657,38.8663484662,research
Magicicada,2021-04-05,-77.3570027947,38.9588261079,research
Magicicada,2021-04-05,-84.390355,39.0673695,research
