datetime,scientific_name,user,place_guess,longitude,latitude,image_url,quality_grade,description
2021-03-08T16:32:50Z,Magicicada,lowryfam,Cary,-78.8630690324,35.7720911242,https://inaturalist-open-data.s3.amazonaws.com/photos/115202322/medium.jpeg,research,
2021-04-19T13:18:00Z,Magicicada,johnserrao,"Silver Spring, MD, USA",-77.026088,38.9906657,https://inaturalist-open-data.s3.amazonaws.com/photos/217115894/medium.jpg,needs_id,
2021-04-28T18:52:57Z,Magicicada,alinacosette,"Homeland, Baltimore, MD, USA",-76.614924,39.3630769722,https://static.inaturalist.org/photos/177518770/medium.jpeg,research,
2021-04-13T10:06:32Z,Magicicada,antnans,"Park Crest Dr, Silver Spring, MD, US",-77.00656945,38.9938666667,https://static.inaturalist.org/photos/169783468/medium.jpg,research,
2021-04-04T19:25:22Z,Magicicada,porter11,"Valleywood Dr & Henderson Ave, Wheaton-Glenmont, MD 20902, USA",-77.06565,39.0554111111,https://static.inaturalist.org/photos/153197164/medium.jpeg,research,Dug up in garden
2021-04-27T16:59:36Z,Magicicada,mcaple,"E Allen St, Bloomington, IN, US",-86.5295116667,39.1557695,https://inaturalist-open-data.s3.amazonaws.com/photos/137281216/medium.jpg,research,first brood x larva I saw this year
2021-04-19T13:04:00Z,Magicicada,mangoverde,"Ohio, US",-84.415430116,39.0893572208,https://inaturalist-open-data.s3.amazonaws.com/photos/132503635/medium.jpeg,research,Found while turning over rocks.
2021-04-13T18:44:54Z,Magicicada,julieg44,"Perkiomen Trail, Harleysville, PA, US",-75.4531953108,40.2911190723,https://inaturalist-open-data.s3.amazonaws.com/photos/131894643/medium.jpg,research,
2021-04-09T16:42:36Z,Magicicada,ghostomelon,"Indiana, US",-85.5502570215,39.9107180889,https://inaturalist-open-data.s3.amazonaws.com/photos/130141210/medium.jpeg,research,
2021-04-25T14:47:08Z,Magicicada,graytreefrog,"Holmes Run Rd, Falls Church, VA, US",-77.1655029841,38.860980189,https://inaturalist-open-data.s3.amazonaws.com/photos/129631542/medium.jpg,research,
2021-04-26T14:03:00Z,Magicicada,tdinovo,"Morrow County, OH, USA",-82.9167555556,40.3651,https://inaturalist-open-data.s3.amazonaws.com/photos/129230442/medium.jpeg,research,
2021-04-24T16:08:18Z,Magicicada,graytreefrog,"Arlington County, US-VA, US",-77.138784,38.872667,https://inaturalist-open-data.s3.amazonaws.com/photos/129165927/medium.jpg,research,
2021-04-30T09:42:00Z,Magicicada,edanko,"Mayfair Manor Ct, North Bethesda, MD 20852, USA",-77.1172,39.0354,https://inaturalist-open-data.s3.amazonaws.com/photos/128272411/medium.jpg,research,
2021-04-30T09:42:00Z,Magicicada,edanko,"Mayfair Manor Ct, North Bethesda, MD 20852, USA",-77.1172,39.0354,https://inaturalist-open-data.s3.amazonaws.com/photos/128272408/medium.jpg,research,
2021-04-30T09:42:00Z,Magicicada,edanko,"Mayfair Manor Ct, North Bethesda, MD 20852, USA",-77.1172,39.0354,https://inaturalist-open-data.s3.amazonaws.com/photos/128272390/medium.jpg,research,
2021-04-30T13:29:00Z,Magicicada,jmgconsult,"Accokeek, MD, USA",-77.0571080746,38.6831859217,https://inaturalist-open-data.s3.amazonaws.com/photos/127534029/medium.jpeg,research,
2021-04-30T09:17:00Z,Magicicada,krosenthal,"Woodmont, Arlington, VA 22207, USA",-77.0882841566,38.9013098412,https://inaturalist-open-data.s3.amazonaws.com/photos/127341877/medium.jpg,research,
2021-04-30T07:36:29Z,Magicicada,izafarr,"Reprise Ct, Vienna, VA, US",-77.2792966667,38.91698,https://inaturalist-open-data.s3.amazonaws.com/photos/127104142/medium.jpg,research,
2021-04-30T17:53:00Z,Magicicada,pam12,"Reston, VA, USA",-77.351877,38.974865,https://inaturalist-open-data.s3.amazonaws.com/photos/126695775/medium.jpg,research,
2021-04-18T12:54:34Z,Magicicada,jguard85,Lutherville-Timonium,-76.6418762207,39.426410675,https://inaturalist-open-data.s3.amazonaws.com/photos/126675238/medium.jpeg,research,
2021-04-29T15:48:23Z,Magicicada,packera-aurea,"Maryland, US",-76.6001520547,39.2419169697,https://inaturalist-open-data.s3.amazonaws.com/photos/126667581/medium.jpeg,research,
2021-04-26T11:22:30Z,Magicicada,rootsandwings,"Watterson St, Cincinnati, OH, US",-84.3929801333,39.1502433761,https://static.inaturalist.org/photos/126663852/medium.jpg,research,
2021-04-19T14:07:16Z,Magicicada,amazingmeag11,"SR-44, Connersville, IN, US",-85.2715916667,39.6278616667,https://inaturalist-open-data.s3.amazonaws.com/photos/126547802/medium.jpg,needs_id,Possibly a former home to cicada 
2021-04-22T12:12:03Z,Magicicada,rowanstalnaker,"Charles C Deam Wilderness, Nashville, IN, US",-86.3757466667,39.0695695,https://inaturalist-open-data.s3.amazonaws.com/photos/126512472/medium.jpg,research,
2021-04-30T10:48:15Z,Magicicada,graytreefrog,"Virginia, US",-77.1893879212,38.804693449,https://inaturalist-open-data.s3.amazonaws.com/photos/126475582/medium.jpg,research,
2021-04-30T10:42:26Z,Magicicada,graytreefrog,"Virginia, US",-77.0301213485,38.9945202211,https://inaturalist-open-data.s3.amazonaws.com/photos/126473828/medium.jpg,research,
2021-04-30T17:45:00Z,Magicicada,pam12,"Reston, VA, USA",-77.351842,38.9747879722,https://inaturalist-open-data.s3.amazonaws.com/photos/126398076/medium.jpg,research,
2021-04-30T17:42:00Z,Magicicada,pam12,"Reston, VA, USA",-77.3518409722,38.9748459722,https://inaturalist-open-data.s3.amazonaws.com/photos/126394945/medium.jpg,research,Periodical cicada chimney
2021-04-30T10:06:32Z,Magicicada septendecim,ewecrazy,"Sautee Ct, Dahlonega, GA, US",-83.9555457685,34.5058964747,https://inaturalist-open-data.s3.amazonaws.com/photos/126392977/medium.jpg,research,
2021-04-30T17:37:40Z,Magicicada septendecim,bgorka,"Lumpkin County, US-GA, US",-84.1139526367,34.5633506775,https://inaturalist-open-data.s3.amazonaws.com/photos/125762155/medium.jpeg,research,
2021-04-25T12:00:39Z,Magicicada,plantdr,"Forest Run Dr, Ashburn, VA, US",-77.521125,38.99313,https://inaturalist-open-data.s3.amazonaws.com/photos/125534769/medium.jpg,research,
2021-04-28T18:52:57Z,Magicicada,alinacosette,"Homeland, Baltimore, MD, USA",-76.614924,39.3630769722,https://static.inaturalist.org/photos/125001005/medium.jpeg,research,
2021-04-26T17:09:00Z,Magicicada,herpherphooray,"Greenbelt, MD, USA",-76.8755282,39.0045544,https://inaturalist-open-data.s3.amazonaws.com/photos/124995182/medium.jpg,research,"Early emergence, likely a bird removed it from its chimney and damaged it."
2021-04-16T18:10:00Z,Magicicada,herpherphooray,"Greenbelt, MD, USA",-76.8755282,39.0045544,https://inaturalist-open-data.s3.amazonaws.com/photos/124989777/medium.jpg,research,
2021-04-30T11:40:00Z,Magicicada,kmv,"Montgomery County, PA, USA",-75.4202944444,40.3383861111,https://inaturalist-open-data.s3.amazonaws.com/photos/124925048/medium.jpeg,research,
2021-04-17T15:38:00Z,Magicicada,tiluchi,"Colonial Village, Washington, DC 20012, USA",-77.0412647931,38.9839258697,https://inaturalist-open-data.s3.amazonaws.com/photos/124820380/medium.jpg,research,
2021-04-30T11:40:00Z,Magicicada,jbranham,"Montgomery County, PA, USA",-75.4218794472,40.3377798538,https://static.inaturalist.org/photos/124656650/medium.jpeg,research,
2021-04-30T14:46:48Z,Magicicada,bksniegowski,"Clear Creek West Dr, Richmond, IN, US",-84.9263383333,39.8106,https://static.inaturalist.org/photos/124693011/medium.jpg,research,
2021-04-30T16:23:52Z,Magicicada,teresaleonardo,"West Falls Church, VA, USA",-77.1775837778,38.8575959722,https://inaturalist-open-data.s3.amazonaws.com/photos/124600945/medium.jpeg,research,
2021-04-30T12:26:22Z,Magicicada,chasrued,"1st/26th, Brookfield, IL 60546, USA",-87.833702825,41.8415470941,https://inaturalist-open-data.s3.amazonaws.com/photos/124581414/medium.jpeg,research,
2021-04-30T14:20:57Z,Magicicada,etotin,"Rockville Civic Center Park, Rockville, MD, US",-77.12625,39.0870028333,https://inaturalist-open-data.s3.amazonaws.com/photos/124528990/medium.jpg,research,
2021-04-30T14:17:09Z,Magicicada,etotin,"Rockville Civic Center Park, Rockville, MD, US",-77.1258861667,39.0872166667,https://inaturalist-open-data.s3.amazonaws.com/photos/124528737/medium.jpg,research,
2021-04-30T16:12:37Z,Magicicada,roshan2010,"Burnt Mountain Path, Columbia, MD, US",-76.8006283333,39.1958666667,https://inaturalist-open-data.s3.amazonaws.com/photos/124527384/medium.jpg,research,Nymph underground. Not identifiable to species 
2021-04-30T16:12:30Z,Magicicada,roshan2010,"Burnt Mountain Path, Columbia, MD, US",-76.8006283333,39.1958666667,https://inaturalist-open-data.s3.amazonaws.com/photos/124527174/medium.jpg,research,Nymph underground. Not identifiable to species 
2021-04-30T16:11:59Z,Magicicada,roshan2010,"Burnt Mountain Path, Columbia, MD, US",-76.8006283333,39.1958716667,https://inaturalist-open-data.s3.amazonaws.com/photos/124527015/medium.jpg,research,Nymph underground. Not identifiable to species 
2021-04-30T20:29:04Z,Magicicada,ferox_formicae,"Harborview Dr, Prosperity, SC, US",-81.5727466667,34.1102916725,https://inaturalist-open-data.s3.amazonaws.com/photos/124407400/medium.jpg,research,I’ve been hearing some of these around lately. I assume they’re M. tridecassini based on their calls and the locality. This wing was found in a nest of Formica dolosa_cf.
2021-04-30T16:23:00Z,Magicicada,antoniw,"Michigan, US",-83.7241751527,42.2500030406,https://inaturalist-open-data.s3.amazonaws.com/photos/124363469/medium.jpeg,research,
2021-04-30T16:12:00Z,Magicicada,antoniw,"Michigan, US",-83.7259425007,42.3547363286,https://inaturalist-open-data.s3.amazonaws.com/photos/124361897/medium.jpeg,research,
2021-04-30T18:05:50Z,Magicicada septendecim,anne1013,"Latta Road, Durham, NC 27712, USA",-78.935379535,36.0830232006,https://static.inaturalist.org/photos/124355203/medium.jpeg,research,
2021-04-29T13:40:56Z,Magicicada,seberndt,Silver Spring,-77.0516281128,39.0199623108,https://inaturalist-open-data.s3.amazonaws.com/photos/124352948/medium.jpeg,research,
2021-04-30T18:05:40Z,Magicicada,dd_pierce,"Gregg Township, IN, USA",-86.4869239722,39.5168666389,https://static.inaturalist.org/photos/124320880/medium.jpeg,research,"Tree #1, found live cicada under an old board. Pencil tip for ref. Temp at base of tree 63F "
2021-04-30T19:42:03Z,Magicicada,necturus,"Dodd St SE, Knoxville, TN, US",-83.8856116667,35.9529883333,https://inaturalist-open-data.s3.amazonaws.com/photos/124312531/medium.jpg,research,
2021-04-30T17:35:45Z,Magicicada,msoutherland,"Hickory Ridge, Columbia, MD 21044, USA",-76.8733465299,39.2052925529,https://inaturalist-open-data.s3.amazonaws.com/photos/124297683/medium.jpeg,research,
2021-04-30T15:15:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1189320551,39.0355585514,https://inaturalist-open-data.s3.amazonaws.com/photos/124286779/medium.jpeg,research,
2021-04-30T15:15:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1189320551,39.0355585514,https://inaturalist-open-data.s3.amazonaws.com/photos/124286746/medium.jpeg,research,
2021-04-30T15:15:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1189320551,39.0355585514,https://inaturalist-open-data.s3.amazonaws.com/photos/124286712/medium.jpeg,research,
2021-04-30T15:15:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1189320551,39.0355585514,https://inaturalist-open-data.s3.amazonaws.com/photos/124286688/medium.jpeg,research,
2021-04-30T15:15:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1189320551,39.0355585514,https://inaturalist-open-data.s3.amazonaws.com/photos/124286656/medium.jpeg,research,
2021-04-30T15:15:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1189320551,39.0355585514,https://inaturalist-open-data.s3.amazonaws.com/photos/124286619/medium.jpeg,research,
2021-04-30T15:14:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1189320551,39.0355585514,https://inaturalist-open-data.s3.amazonaws.com/photos/124286597/medium.jpeg,research,
2021-04-30T15:13:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1189320551,39.0355585514,https://inaturalist-open-data.s3.amazonaws.com/photos/124286567/medium.jpeg,research,
2021-04-30T15:12:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1189320551,39.0355585514,https://inaturalist-open-data.s3.amazonaws.com/photos/124286521/medium.jpeg,research,
2021-04-30T15:12:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1189320551,39.0355585514,https://inaturalist-open-data.s3.amazonaws.com/photos/124286483/medium.jpeg,research,
2021-04-30T15:12:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1189320551,39.0355585514,https://inaturalist-open-data.s3.amazonaws.com/photos/124286458/medium.jpeg,research,
2021-04-30T15:12:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1189320551,39.0355585514,https://inaturalist-open-data.s3.amazonaws.com/photos/124286434/medium.jpeg,research,
2021-04-30T15:11:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1189320551,39.0355585514,https://inaturalist-open-data.s3.amazonaws.com/photos/124286394/medium.jpeg,research,
2021-04-30T15:11:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1189320551,39.0355585514,https://inaturalist-open-data.s3.amazonaws.com/photos/124286336/medium.jpeg,research,
2021-04-30T15:09:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1199624081,39.0359304769,https://inaturalist-open-data.s3.amazonaws.com/photos/124286303/medium.jpeg,research,
2021-04-30T15:09:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1199624081,39.0359304769,https://inaturalist-open-data.s3.amazonaws.com/photos/124286260/medium.jpeg,research,
2021-04-30T15:09:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1199624081,39.0359304769,https://inaturalist-open-data.s3.amazonaws.com/photos/124286221/medium.jpeg,research,
2021-04-30T15:09:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1199624081,39.0359304769,https://inaturalist-open-data.s3.amazonaws.com/photos/124286189/medium.jpeg,research,
2021-04-30T15:09:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1199624081,39.0359304769,https://inaturalist-open-data.s3.amazonaws.com/photos/124286132/medium.jpeg,research,
2021-04-30T15:08:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1199624081,39.0359304769,https://inaturalist-open-data.s3.amazonaws.com/photos/124286077/medium.jpeg,research,
2021-04-30T15:06:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1203198306,39.0361434941,https://inaturalist-open-data.s3.amazonaws.com/photos/124286030/medium.jpeg,research,
2021-04-30T15:06:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1203198306,39.0361434941,https://inaturalist-open-data.s3.amazonaws.com/photos/124285992/medium.jpeg,research,
2021-04-30T15:06:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1203198306,39.0361434941,https://inaturalist-open-data.s3.amazonaws.com/photos/124285971/medium.jpeg,research,
2021-04-30T15:00:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1217596396,39.0363758417,https://inaturalist-open-data.s3.amazonaws.com/photos/124285320/medium.jpeg,research,
2021-04-30T14:57:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1217596396,39.0363758417,https://inaturalist-open-data.s3.amazonaws.com/photos/124284957/medium.jpeg,research,
2021-04-30T14:57:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1217596396,39.0363758417,https://inaturalist-open-data.s3.amazonaws.com/photos/124284926/medium.jpeg,research,
2021-04-30T14:57:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1217596396,39.0363758417,https://inaturalist-open-data.s3.amazonaws.com/photos/124284907/medium.jpeg,research,
2021-04-30T16:05:13Z,Magicicada,burnetal,"Preble County, US-OH, US",-84.7563900054,39.5709440551,https://inaturalist-open-data.s3.amazonaws.com/photos/124290564/medium.jpg,casual,
2021-04-30T14:48:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1221469882,39.0363971097,https://inaturalist-open-data.s3.amazonaws.com/photos/124280346/medium.jpeg,research,
2021-04-30T14:39:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1220168965,39.0394566222,https://inaturalist-open-data.s3.amazonaws.com/photos/124279968/medium.jpeg,research,
2021-04-30T14:39:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1220168965,39.0394566222,https://inaturalist-open-data.s3.amazonaws.com/photos/124279940/medium.jpeg,research,
2021-04-30T14:11:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1217048614,39.0393954523,https://inaturalist-open-data.s3.amazonaws.com/photos/124276924/medium.jpeg,research,
2021-04-30T14:11:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1217048614,39.0393954523,https://inaturalist-open-data.s3.amazonaws.com/photos/124276893/medium.jpeg,research,
2021-04-30T14:11:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1217048614,39.0393954523,https://inaturalist-open-data.s3.amazonaws.com/photos/124276876/medium.jpeg,research,
2021-04-30T14:11:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1217048614,39.0393954523,https://inaturalist-open-data.s3.amazonaws.com/photos/124276832/medium.jpeg,research,
2021-04-30T14:11:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1217048614,39.0393954523,https://inaturalist-open-data.s3.amazonaws.com/photos/124276794/medium.jpeg,research,
2021-04-30T14:10:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1217048614,39.0393954523,https://inaturalist-open-data.s3.amazonaws.com/photos/124276715/medium.jpeg,research,
2021-04-30T14:11:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1217048614,39.0393954523,https://inaturalist-open-data.s3.amazonaws.com/photos/124276747/medium.jpeg,research,
2021-04-30T14:08:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1217048614,39.0393954523,https://inaturalist-open-data.s3.amazonaws.com/photos/124276641/medium.jpeg,research,
2021-04-30T14:08:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1217048614,39.0393954523,https://inaturalist-open-data.s3.amazonaws.com/photos/124276610/medium.jpeg,research,
2021-04-30T14:08:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1217048614,39.0393954523,https://inaturalist-open-data.s3.amazonaws.com/photos/124276571/medium.jpeg,research,
2021-04-30T14:07:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1217048614,39.0393954523,https://inaturalist-open-data.s3.amazonaws.com/photos/124276521/medium.jpeg,research,
2021-04-30T14:07:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1217048614,39.0393954523,https://inaturalist-open-data.s3.amazonaws.com/photos/124276491/medium.jpeg,research,
2021-04-30T14:07:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1217048614,39.0393954523,https://inaturalist-open-data.s3.amazonaws.com/photos/124276453/medium.jpeg,research,
2021-04-30T14:07:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1217048614,39.0393954523,https://inaturalist-open-data.s3.amazonaws.com/photos/124276424/medium.jpeg,research,
2021-04-30T14:06:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1217048614,39.0393954523,https://inaturalist-open-data.s3.amazonaws.com/photos/124276376/medium.jpeg,research,
2021-04-30T14:06:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1217048614,39.0393954523,https://inaturalist-open-data.s3.amazonaws.com/photos/124276322/medium.jpeg,research,
2021-04-30T14:05:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1217048614,39.0393954523,https://inaturalist-open-data.s3.amazonaws.com/photos/124276287/medium.jpeg,research,
2021-04-30T14:05:00Z,Magicicada,zdanko,"North Bethesda, MD, USA",-77.1217048614,39.0393954523,https://inaturalist-open-data.s3.amazonaws.com/photos/124276251/medium.jpeg,research,
